strategy,n,hit,roi,p,roi_early,roi_late,bh_threshold,survives_fdr
vegas | wk14+ | OU any | edge>=0.0pt,748,0.49732620320855614,-0.05055906660184731,0.1481294966243503,-0.0011715089034676173,-0.10378787878787873,0.012071692145492884,False
ensemble | wk14+ | OU under | edge>=1.5pt,187,0.49732620320855614,-0.05055906660184731,0.47096874718495135,0.029249011857707553,-0.178030303030303,0.026594623089088033,False
linear_qb | line 3-7 | ML favs | edge>=0.05,526,0.6692015209125475,-0.05058710117016464,0.08485322317649925,-0.09340868967378836,0.0016299413511317773,0.00856615709014233,False
elo | wk7-13 | OU over | edge>=1.5pt,358,0.4972067039106145,-0.050787201625190403,0.31543011135041593,-0.01581027667984185,-0.07937240424550066,0.01974169741697417,False
neural_qbfeat | total<=44 | OU any | edge>=0.0pt,1068,0.49719101123595505,-0.05081716036772212,0.08232087498564668,-0.07295173961840624,-0.032333645735707545,0.008460727464417502,False
lean | wk1-6 | ML any | edge>=0.00,858,0.6153846153846154,-0.050826439805649055,0.06487145692049948,-0.020193395164286258,-0.08573741586824957,0.007090142329994728,False
lean | line>7 | ATS away | edge>=0pt,354,0.4971751412429379,-0.050847457627118606,0.31758721284116254,-0.04969696969696964,-0.052854122621564435,0.019847127042699,False
elo | line<=3 | ATS home | edge>=3pt,175,0.49714285714285716,-0.050909090909090876,0.48266805514686034,0.008171603677221697,-0.11205073995771667,0.027121771217712178,False
linear | total>=48 | ATS any | edge>=0pt,688,0.49709302325581395,-0.05100422832980968,0.1618033911974685,-0.016653605015673933,-0.12215909090909086,0.012809699525566685,False
linear_qb | line 3-7 | ATS home | edge>=0pt,495,0.49696969696969695,-0.051239669421487576,0.23339827967551965,-0.11418181818181815,0.012987012987013026,0.01620980495519241,False
neural_qbfeat | all games | ML favs | edge>=0.05,1269,0.6745468873128447,-0.05127579847318984,0.0070931202684847965,-0.06317642413874644,-0.03700329767498333,0.0014496573537163943,False
elo | wk7-13 | OU over | edge>=0.0pt,479,0.4968684759916493,-0.051432909470487724,0.23935934899093486,-0.02405218100285361,-0.07528409090909087,0.016526093832366896,False
ensemble | all games | ATS home | edge>=0pt,1268,0.4968454258675079,-0.05147691425293945,0.05513163370278369,-0.04689428218839979,-0.05649887302779861,0.006114918292040064,False
ensemble | wk14+ | ML favs | edge>=0.00,654,0.6957186544342507,-0.05148500240104339,0.04244896875828659,-0.06391828445386256,-0.03785621245853007,0.0051660516605166054,False
lean | all games | OU any | edge>=1.5pt,1564,0.4968030690537084,-0.05155777726110203,0.03288072755064367,-0.053380782918149426,-0.04942630185348627,0.004348972061149183,False
neural_qbfeat | total<=44 | OU any | edge>=1.5pt,779,0.496790757381258,-0.05158128136305282,0.13214454503197942,-0.056489753021544895,-0.04765903842116309,0.011122825513969425,False
lean | line<=3 | ML favs | edge>=0.05,253,0.5810276679841897,-0.051656780030575895,0.3107295630262135,-0.02792726743716253,-0.07923980321608207,0.01955719557195572,False
vegas | wk14+ | ATS dogs | edge>=0pt,459,0.49673202614379086,-0.051693404634581074,0.24706325252296246,-0.04545454545454543,-0.05806968362034436,0.016921454928835004,False
ensemble | line<=3 | ATS any | edge>=0pt,898,0.49665924276169265,-0.05183235472767764,0.1042294538133307,-0.005061753391374734,-0.09860295606398052,0.009462308908803375,False
lean_qb | line>7 | ATS any | edge>=1pt,447,0.4966442953020134,-0.051860890787065246,0.25182521691670406,-0.08537849982716897,-0.003952569169960432,0.017158671586715867,False
elo | wk7-13 | ML dogs | edge>=0.05,135,0.4074074074074074,-0.052058474993556925,0.6026505427962577,-0.03604065020364729,-0.07148993457475879,0.03252503953610965,False
linear | total>=48 | ML favs | edge>=0.05,329,0.6656534954407295,-0.05212295628410427,0.1701155616328143,-0.03115271489563342,-0.10533776238818084,0.01341591987348445,False
lean | wk1-6 | OU over | edge>=1.5pt,284,0.4964788732394366,-0.05217669654289368,0.35858157246196565,-0.08884297520661151,-0.02033492822966503,0.021718502899314707,False
lean | wk1-6 | OU under | edge>=3.0pt,141,0.49645390070921985,-0.05222437137330749,0.5184536013217482,-0.19518716577540102,0.3216783216783218,0.0283078545071165,False
elo | line<=3 | ATS any | edge>=3pt,282,0.49645390070921985,-0.05222437137330749,0.3598501691718272,0.04265734265734272,-0.13337320574162675,0.021771217712177122,False
elo | wk14+ | ML favs | edge>=0.05,321,0.7040498442367601,-0.05224301227933863,0.1402457273425545,-0.0023267659781608203,-0.105039042020969,0.01164997364259357,False
ensemble | total<=44 | ML favs | edge>=0.00,875,0.6834285714285714,-0.05241406310173539,0.01990951139849363,-0.04443613815587087,-0.05904008026388646,0.003268318397469689,False
lean_qb | total<=44 | ATS away | edge>=3pt,137,0.49635036496350365,-0.05242203052422025,0.5229452512369238,0.014204545454545497,-0.11083437110834365,0.028518713758566155,False
linear_qb | line>7 | ATS home | edge>=0pt,272,0.4963235294117647,-0.05247326203208552,0.36628107874109994,-0.039133052378085446,-0.06912096168294513,0.02224565102793885,False
ensemble | line 3-7 | ATS home | edge>=0pt,540,0.4962962962962963,-0.05252525252525248,0.20195819988530936,-0.06547997457088363,-0.03793843951324262,0.014681075382182393,False
linear_qb | all games | OU over | edge>=1.5pt,943,0.49628844114528103,-0.05254024872264529,0.09147338081128971,-0.03544882790165805,-0.07003511509949274,0.008856088560885609,False
vegas | wk14+ | ML any | edge>=0.00,755,0.6821192052980133,-0.052606574805294286,0.030773704757505335,-0.05291918535610108,-0.052267193737705706,0.004085397996837111,False
vegas | wk14+ | ML favs | edge>=0.00,755,0.6821192052980133,-0.052606574805294286,0.030773704757505335,-0.05291918535610108,-0.052267193737705706,0.004059040590405904,False
linear | total>=48 | ATS any | edge>=3pt,262,0.4961832061068702,-0.05274115197779314,0.3728617449554447,-0.020202020202020162,-0.13698630136986298,0.022561939905113338,False
vegas | all games | ML any | edge>=0.00,2517,0.6658720699245133,-0.052836636138838454,0.00012544062871926325,-0.07779991526741636,-0.02395880681272006,2.6357406431207173e-05,False
vegas | all games | ML favs | edge>=0.00,2517,0.6658720699245133,-0.052836636138838454,0.00012544062871926325,-0.07779991526741636,-0.02395880681272006,5.2714812862414346e-05,False
lean | wk7-13 | ATS home | edge>=3pt,129,0.49612403100775193,-0.052854122621564435,0.5321223641544313,0.006142506142506197,-0.13223140495867758,0.02880864522930944,False
ensemble | line 3-7 | OU any | edge>=1.5pt,643,0.49611197511664074,-0.052877138413685805,0.16091320204276058,-0.06460015629070066,-0.03896103896103892,0.012730627306273064,False
lean | line<=3 | ML any | edge>=0.00,933,0.5241157556270096,-0.05295059418212831,0.08116290388933697,-0.038173939244700465,-0.06756971548482878,0.008276225619399051,False
lean | wk1-6 | ML favs | edge>=0.05,349,0.6790830945558739,-0.05308555565958245,0.1383033862478188,-0.034764155095182075,-0.07523357786085129,0.011518186610437534,False
ensemble | line>7 | ATS away | edge>=0pt,369,0.4959349593495935,-0.05321507760532146,0.2855503442826128,-0.045454545454545435,-0.06576402321083165,0.018423827095413813,False
lean | all games | ML favs | edge>=0.10,373,0.707774798927614,-0.05333546958880961,0.10059326847467552,-0.03863365629311329,-0.06979147651637878,0.009251449657353717,False
linear | wk14+ | ML dogs | edge>=0.00,126,0.3888888888888889,-0.05334962510943724,0.6215981841963586,-0.07355787592439202,-0.02965719311949029,0.033263046916183446,False
elo | all games | ML any | edge>=0.10,739,0.5669824086603519,-0.053362417899420866,0.12019083491444026,0.0066799920941298125,-0.12577177204089693,0.010516605166051662,False
lean_qb | wk1-6 | ATS away | edge>=3pt,119,0.4957983193277311,-0.05347593582887696,0.5439722007223557,0.10850439882697951,-0.2296650717703349,0.029467580390089617,False
lean_qb | all games | OU over | edge>=0.0pt,1418,0.49576868829337095,-0.05353250416720088,0.03493318899978268,-0.05358987603305781,-0.053475935828876976,0.004586188719030048,False
elo | total>=48 | ML favs | edge>=0.00,611,0.6710310965630114,-0.0535624198188432,0.0523248463220324,-0.08082730347701307,0.0077835684120389935,0.005930416447021613,False
elo | line 3-7 | ML favs | edge>=0.10,178,0.6797752808988764,-0.05366406518897353,0.27566348823006565,-0.012806778197424156,-0.10259192738873021,0.018002108592514495,False
linear_qb | total>=48 | OU over | edge>=0.0pt,232,0.4956896551724138,-0.053683385579937265,0.3935465601548993,0.03603104212860315,-0.27005347593582885,0.023431734317343175,False
lean_qb | wk1-6 | OU over | edge>=0.0pt,464,0.4956896551724138,-0.053683385579937265,0.22682735309629168,-0.04545454545454541,-0.06097560975609753,0.015893516078017922,False
elo | wk14+ | ML favs | edge>=0.00,641,0.6942277691107644,-0.05388979975542815,0.035774487743431435,-0.06006067170747562,-0.047134106605310803,0.004717975751186084,False
lean | line<=3 | ATS any | edge>=0pt,898,0.4955456570155902,-0.053958291152055034,0.09078928058634336,-0.013565499088884348,-0.09435108321522571,0.008777016341591988,False
lean | line<=3 | ATS dogs | edge>=1pt,448,0.4955357142857143,-0.05397727272727269,0.23248711341533254,-0.00042881646655227755,-0.1020801232665639,0.016078017923036373,False
elo | wk1-6 | ML any | edge>=0.00,858,0.6107226107226107,-0.053981767715761984,0.05266927930063423,-0.035590430532393996,-0.07494147118907664,0.005956773853452821,False
linear_qb | line 3-7 | ML favs | edge>=0.10,287,0.6689895470383276,-0.05409856051358965,0.17263390040953983,-0.11796715555532995,0.05020061304081199,0.013547706905640486,False
linear | line 3-7 | ML any | edge>=0.10,406,0.5591133004926109,-0.05411307599500788,0.247482599133088,-0.11136934186740981,0.04156515776545324,0.01694781233526621,False
linear_qb | line 3-7 | ATS home | edge>=3pt,218,0.4954128440366973,-0.054211843202668836,0.40370768031858295,-0.15151515151515146,0.07905138339920953,0.023800738007380074,False
linear | total<=44 | OU under | edge>=3.0pt,109,0.4954128440366973,-0.05421184320266885,0.5562635988783552,-0.19762845849802366,0.19318181818181823,0.030126515550869794,False
elo | wk14+ | ATS any | edge>=1pt,543,0.4953959484346225,-0.05424409844299343,0.18637898707252462,-0.10681818181818178,0.0017283097131006368,0.01415392725355825,False
elo | wk1-6 | ATS home | edge>=1pt,325,0.49538461538461537,-0.054265734265734236,0.30691042054101936,-0.00156739811912222,-0.11499096929560503,0.01929362150764365,False
elo | line<=3 | ATS away | edge>=3pt,107,0.4953271028037383,-0.05437553101104499,0.5587767600895919,0.11751662971175171,-0.1611570247933884,0.03017923036373221,False
lean | wk14+ | ML any | edge>=0.05,413,0.6343825665859564,-0.05446639337289744,0.16231743880868627,-0.03814750988144938,-0.07399697201957726,0.01294148655772272,False
lean_qb | wk14+ | ATS away | edge>=3pt,105,0.49523809523809526,-0.05454545454545451,0.561308583990998,0.09090909090909095,-0.22077922077922074,0.03031101739588825,False
neural_qbfeat | wk1-6 | ML favs | edge>=0.00,679,0.6642120765832106,-0.0546033322534012,0.03930828629034253,-0.07000055108494618,-0.037329577376761694,0.004955192409066948,False
lean | wk7-13 | ATS any | edge>=1pt,624,0.4951923076923077,-0.0546328671328671,0.15361013945720683,-0.012348922753546982,-0.1072596468279921,0.012414338429098578,False
lean | total<=44 | OU over | edge>=0.0pt,929,0.4951560818083961,-0.05470202563851645,0.08117196954449245,-0.05002174858634185,-0.058530510585305055,0.008302583025830259,False
elo | line 3-7 | ATS home | edge>=1pt,412,0.49514563106796117,-0.05472197705207409,0.24580078644488165,-0.05829596412556045,-0.05050505050505045,0.016895097522403795,False
elo | wk14+ | ATS dogs | edge>=3pt,202,0.49504950495049505,-0.054905490549054865,0.41573589887316825,-0.1383748994368463,0.051072522982635385,0.024459673168160254,False
linear | line>7 | ATS any | edge>=0pt,590,0.49491525423728816,-0.05516178736517715,0.16127457640945048,-0.05912998176608487,-0.049415314975480906,0.012783342119135477,False
elo | line 3-7 | OU any | edge>=0.0pt,982,0.49490835030549896,-0.05517496759859281,0.07052156382510132,-0.04725218284540313,-0.06450312437008662,0.0074855034264628365,False
lean_qb | total>=48 | ML dogs | edge>=0.00,70,0.4142857142857143,-0.055287384452301525,0.687205303110109,0.07565428636889349,-0.24041181561330136,0.03610964681075382,False
ensemble | wk1-6 | ML favs | edge>=0.05,363,0.6694214876033058,-0.05549528646741841,0.12133765416570441,-0.0008620406471034474,-0.12638019401909287,0.01054296257248287,False
lean_qb | wk1-6 | OU over | edge>=1.5pt,285,0.49473684210526314,-0.05550239234449757,0.3279510574537623,-0.07438016528925616,-0.039215686274509755,0.020242488139167108,False
ensemble | total<=44 | OU over | edge>=1.5pt,847,0.4946871310507674,-0.055597295266716716,0.0905938065328657,-0.07167832167832164,-0.04347826086956519,0.008750658935160782,False
elo | line<=3 | ATS home | edge>=1pt,376,0.4946808510638298,-0.055609284332688545,0.2599514743944071,-0.015624999999999958,-0.09733201581027665,0.01744860305745915,False
ensemble | wk14+ | OU any | edge>=0.0pt,748,0.4946524064171123,-0.055663587749149215,0.11138254350426141,-0.030693533270852814,-0.08257575757575754,0.00988402741170269,False
ensemble | line<=3 | ATS home | edge>=1pt,372,0.4946236559139785,-0.05571847507331374,0.2615770932856163,-0.05025125628140698,-0.062007356805044635,0.017554032683183975,False
ensemble | line 3-7 | OU any | edge>=3.0pt,370,0.4945945945945946,-0.05577395577395574,0.26239395868714593,0.0004370629370629794,-0.1279461279461279,0.017580390089615185,False
lean | wk7-13 | OU any | edge>=1.5pt,548,0.49452554744525545,-0.05590577305905769,0.1712891364782431,-0.016722408026755817,-0.1029572836801752,0.013494992092778072,False
lean | wk14+ | ML any | edge>=0.10,206,0.5922330097087378,-0.055923893427685334,0.3662239110690941,-0.08166669099879076,-0.024645010357417424,0.022219293621507645,False
lean | wk14+ | ATS away | edge>=0pt,360,0.49444444444444446,-0.05606060606060602,0.2665190199727234,-0.07869742198100403,-0.027444253859348157,0.01768581971534001,False
neural_qbfeat | total>=48 | ATS any | edge>=1pt,540,0.49444444444444446,-0.05606060606060602,0.17326729178430564,-0.048013648549841546,-0.0740337506804572,0.013600421718502901,False
lean_qb | wk7-13 | OU any | edge>=0.0pt,896,0.49441964285714285,-0.056107954545454496,0.07898766931617479,-0.006964809384164178,-0.11704545454545451,0.00819715340010543,False
linear_qb | line<=3 | ML favs | edge>=0.00,608,0.5756578947368421,-0.05610831994030221,0.08936823056403642,-0.08833571296622338,-0.02492388461748526,0.008724301528729574,False
ensemble | total<=44 | OU over | edge>=3.0pt,536,0.4944029850746269,-0.05613975576662139,0.1742649902510657,-0.062499999999999965,-0.05157342657342653,0.013653136531365316,False
ensemble | total<=44 | OU any | edge>=3.0pt,536,0.4944029850746269,-0.05613975576662139,0.1742649902510657,-0.062499999999999965,-0.05157342657342653,0.013626779124934109,False
lean_qb | total<=44 | OU any | edge>=0.0pt,1068,0.4943820224719101,-0.05617977528089883,0.054794005210375425,-0.06902356902356897,-0.0454545454545454,0.006088560885608857,False
lean_qb | line 3-7 | ML favs | edge>=0.10,175,0.6685714285714286,-0.05624710819448375,0.2680705919272737,-0.08117902726607809,-0.024515574830636374,0.017791249341064838,False
linear | total>=48 | ATS any | edge>=1pt,524,0.49427480916030536,-0.05638445523941702,0.17729279947687715,-0.027247956403269716,-0.12449334105385057,0.013811280969952558,False
neural_qbfeat | wk1-6 | OU over | edge>=0.0pt,433,0.4942263279445728,-0.0564770102876338,0.2194292243073315,-0.04545454545454541,-0.06629614926558154,0.015498154981549817,False
linear_qb | line>7 | ML favs | edge>=0.05,329,0.790273556231003,-0.05660611879248879,0.03755257384693875,-0.021251272618664826,-0.11982537762873334,0.004797047970479706,False
linear | wk14+ | ML any | edge>=0.10,290,0.5620689655172414,-0.05661157532291074,0.2999297602769686,-0.06043007638429083,-0.052040945264592166,0.019082762256193993,False
ensemble | total<=44 | OU any | edge>=1.5pt,850,0.49411764705882355,-0.05668449197860958,0.08391862176601261,-0.07406489967797865,-0.04347826086956519,0.008513442277279916,False
lean_qb | wk7-13 | ATS dogs | edge>=1pt,425,0.49411764705882355,-0.0566844919786096,0.22205770164754904,-0.011227816008692439,-0.122257053291536,0.01568265682656827,False
lean | total<=44 | ML favs | edge>=0.00,866,0.6812933025404158,-0.05691232177480527,0.011910564455604998,-0.043707284049286234,-0.06783294369126827,0.002293094359515024,False
elo | wk14+ | ATS any | edge>=3pt,247,0.4939271255060729,-0.05704821494295175,0.34944998006001043,-0.10511363636363633,-0.005347593582887659,0.0213231418028466,False
linear | wk1-6 | ATS home | edge>=3pt,164,0.49390243902439024,-0.05709534368070948,0.4461423258564867,-0.01593252108716022,-0.11668928086838531,0.02543489720611492,False
linear_qb | wk14+ | ATS any | edge>=0pt,735,0.49387755102040815,-0.057142857142857106,0.10523671236763926,-0.06544502617801043,-0.04815864022662886,0.009541381128096996,False
elo | wk14+ | ATS any | edge>=0pt,735,0.49387755102040815,-0.057142857142857106,0.10523671236763926,-0.08543550690147544,-0.026525882049961327,0.009515023721665789,False
linear | wk1-6 | ML favs | edge>=0.00,676,0.6612426035502958,-0.057426920734044866,0.03118095387216927,-0.07480343216807332,-0.03809555176368821,0.0041381128096995255,False
elo | line<=3 | OU any | edge>=3.0pt,476,0.49369747899159666,-0.05748663101604275,0.1899321203307521,-0.04545454545454541,-0.06912096168294513,0.014259356879283078,False
neural_qbfeat | total>=48 | ML favs | edge>=0.10,183,0.6612021857923497,-0.057635692865392704,0.26085406604235045,-0.07387663040518815,-0.010640639558750614,0.01752767527675277,False
linear_qb | line 3-7 | ATS home | edge>=1pt,389,0.493573264781491,-0.057723767235335316,0.23427625892950502,-0.1390374331550802,0.031941031941032,0.016262519768054824,False
elo | all games | ATS away | edge>=1pt,855,0.4935672514619883,-0.05773524720893138,0.07746761128272567,-0.018301173662223953,-0.10301507537688438,0.008065366367949394,False
elo | wk14+ | ML any | edge>=0.00,755,0.6476821192052981,-0.05785846018237969,0.03524952905822235,-0.06566167603620243,-0.04938701313665498,0.004612546125461255,False
elo | line 3-7 | OU under | edge>=3.0pt,229,0.49344978165938863,-0.057959507741167086,0.3601519538315874,-0.07585408222350891,-0.0189393939393939,0.02179757511860833,False
ensemble | total<=44 | OU any | edge>=0.0pt,1068,0.4934456928838951,-0.05796731358529107,0.04752989943712561,-0.04938271604938267,-0.06513589503280219,0.005561412756984713,False
lean | wk14+ | ATS dogs | edge>=1pt,381,0.49343832020997375,-0.05798138869005007,0.23707823644479406,-0.13782991202346037,0.04767184035476723,0.01631523458091724,False
lean | wk14+ | ML favs | edge>=0.00,656,0.6905487804878049,-0.05813856281330965,0.02242665035814213,-0.07534078103703139,-0.03951647895842356,0.003373748023194518,False
lean | line>7 | OU over | edge>=3.0pt,150,0.49333333333333335,-0.05818181818181814,0.4579970241597902,-0.0699300699300699,-0.045454545454545414,0.02596204533473906,False
lean_qb | line<=3 | ATS any | edge>=0pt,898,0.4933184855233853,-0.05821016400080983,0.06809610860156952,-0.017817371937639152,-0.09860295606398052,0.007327358987875593,False
elo | line<=3 | ATS dogs | edge>=1pt,446,0.49327354260089684,-0.0582959641255605,0.19826543428549728,0.001336898395721985,-0.10856498873027796,0.01462836056931998,False
lean_qb | line<=3 | ATS home | edge>=3pt,148,0.49324324324324326,-0.05835380835380831,0.45971798062975355,-0.05853051058530507,-0.05818181818181814,0.0260938323668951,False
neural_qbfeat | line<=3 | ATS home | edge>=0pt,517,0.4932301740812379,-0.05837875857218213,0.16531465004384094,-0.0489256198347107,-0.06912096168294513,0.013073273589878757,False
neural_qbfeat | line<=3 | OU any | edge>=1.5pt,655,0.49312977099236643,-0.05857043719639136,0.11705688244949096,-0.03680307607800051,-0.08080808080808077,0.010358460727464418,False
linear | total<=44 | OU under | edge>=0.0pt,363,0.4931129476584022,-0.05860255447032302,0.2434968096780051,-0.06993006993006988,-0.04545454545454541,0.016684238270954138,False
neural_qbfeat | line 3-7 | OU any | edge>=0.0pt,982,0.49287169042769857,-0.05906313645621178,0.05288548305008891,-0.04006163328197222,-0.08143519451723437,0.006009488666315235,False
lean | line<=3 | ATS any | edge>=1pt,627,0.49282296650717705,-0.05915615484993472,0.12147260485678747,-0.014860139860139818,-0.103030303030303,0.010595677385345283,False
ensemble | all games | OU over | edge>=3.0pt,556,0.49280575539568344,-0.059189012426422466,0.14459451521608302,-0.07341194370483067,-0.04846572985374243,0.011808118081180811,False
lean | line 3-7 | OU any | edge>=1.5pt,615,0.4926829268292683,-0.0594235033259423,0.12340943251374736,-0.025744167337087648,-0.10079051383399205,0.01062203479177649,False
linear_qb | wk7-13 | OU any | edge>=3.0pt,402,0.4925373134328358,-0.05970149253731339,0.2110847348959122,-0.05291193181818178,-0.07160647571606472,0.015129151291512917,False
lean | wk14+ | ATS any | edge>=1pt,532,0.4924812030075188,-0.05980861244019135,0.14933218554286817,-0.14123938345391632,0.037037037037037084,0.01220347917764892,False
linear | all games | ML favs | edge>=0.10,557,0.6714542190305206,-0.05981229332610042,0.03692744246713849,-0.06586261469417491,-0.05004088229033694,0.004770690564048498,False
elo | wk14+ | ATS dogs | edge>=1pt,398,0.49246231155778897,-0.05984467793513016,0.21228430260451173,-0.11822258459029752,0.014545454545454589,0.015260938323668953,False
neural_qbfeat | total<=44 | OU over | edge>=1.5pt,727,0.4924346629986245,-0.05989746154808049,0.09127625093969152,-0.07664884135472368,-0.0477218743251997,0.008829731154454401,False
lean_qb | wk1-6 | ATS home | edge>=1pt,329,0.49240121580547114,-0.05996131528046418,0.2560391533432085,-0.05709534368070949,-0.06280991735537185,0.01723774380600949,False
elo | wk14+ | ML any | edge>=0.05,433,0.6212471131639723,-0.06006544518693432,0.12471605640358496,-0.022831666876665612,-0.09924032094465782,0.010674749604638904,False
lean_qb | total>=48 | ML dogs | edge>=0.05,66,0.4090909090909091,-0.06013806929759311,0.6725492740340414,0.05270605471433144,-0.21328366617091926,0.035424354243542434,False
lean_qb | total<=44 | OU any | edge>=3.0pt,453,0.4922737306843267,-0.060204695966285325,0.18056783613320435,-0.12618724559023062,-0.0075757575757575335,0.013890353189246177,False
linear | wk14+ | ATS away | edge>=3pt,128,0.4921875,-0.06036931818181813,0.4772702108951772,-0.06931818181818178,-0.045454545454545414,0.02693726937269373,False
lean | wk1-6 | ML favs | edge>=0.10,142,0.6830985915492958,-0.06038503780184952,0.2759460269678026,-0.06822654912631052,-0.0520889461107531,0.01808118081180812,False
linear | wk14+ | ML any | edge>=0.05,511,0.6125244618395304,-0.06046259230684619,0.09828953313387308,-0.04172593928618242,-0.08195463547760756,0.009198734844491302,False
lean_qb | total<=44 | OU over | edge>=3.0pt,443,0.49209932279909707,-0.060537656474451015,0.1830532347969252,-0.1136363636363636,-0.01840264998159732,0.0139694254085398,False
neural_qbfeat | line 3-7 | ATS home | edge>=0pt,506,0.49209486166007904,-0.0605461731943945,0.15460886337204735,-0.1341669482933423,0.023014959723820526,0.012467053241960992,False
lean_qb | total<=44 | OU any | edge>=1.5pt,748,0.4919786096256685,-0.0607681088964511,0.08223843576214747,-0.09221902017291062,-0.03355248243028786,0.008434370057986295,False
linear | line>7 | ML any | edge>=0.10,157,0.732484076433121,-0.060783652105774466,0.2771988492967388,-0.0007312107707424318,-0.1632869571431567,0.01813389562467053,False
elo | all games | ML dogs | edge>=0.10,337,0.3857566765578635,-0.060915247885791744,0.3547421358433634,-0.0052524322069668625,-0.1210448327240285,0.021560358460727465,False
ensemble | wk1-6 | OU any | edge>=1.5pt,555,0.4918918918918919,-0.060933660933660885,0.1334858835181908,-0.10784313725490191,-0.003285870755750235,0.011201897733263048,False
linear | wk7-13 | OU under | edge>=3.0pt,185,0.4918918918918919,-0.0609336609336609,0.3876083618907039,0.001490312965722844,-0.18181818181818174,0.023168160253031103,False
ensemble | line>7 | ATS away | edge>=1pt,307,0.49185667752442996,-0.06100088836245183,0.26442630934747513,-0.06044740599714419,-0.0619122257053291,0.017633104902477596,False
neural_qbfeat | total<=44 | OU over | edge>=0.0pt,921,0.49185667752442996,-0.06100088836245185,0.052854071031749265,-0.06473829201101924,-0.05818181818181814,0.0059831312598840275,False
linear_qb | line>7 | ATS home | edge>=3pt,120,0.49166666666666664,-0.06136363636363633,0.4844403763880477,-0.05818181818181814,-0.06666666666666662,0.027174486030574593,False
elo | line 3-7 | ATS home | edge>=0pt,531,0.4915254237288136,-0.06163328197226498,0.1376926124209003,-0.10279473176999675,-0.014662756598240427,0.011491829204006328,False
elo | line>7 | ATS any | edge>=1pt,470,0.49148936170212765,-0.061702127659574425,0.1621505030738825,-0.05579258286839509,-0.0701837023080546,0.012888771744860306,False
linear | line>7 | ATS any | edge>=1pt,466,0.49141630901287553,-0.0618415918845103,0.16300435245346698,-0.07883026064844242,-0.034848484848484795,0.013020558777016342,False
ensemble | line 3-7 | OU under | edge>=1.5pt,291,0.49140893470790376,-0.06185567010309274,0.2706438045566005,-0.04545454545454539,-0.09179170344218883,0.01789667896678967,False
lean_qb | all games | ATS away | edge>=1pt,812,0.49137931034482757,-0.0619122257053291,0.06505700816482121,-0.018419489007724246,-0.11846510430079829,0.007116499736425936,False
elo | total<=44 | ATS away | edge>=0pt,521,0.491362763915547,-0.06194381434304655,0.13947328205170134,-0.08170310701956267,-0.0454545454545454,0.011623616236162362,False
lean_qb | total<=44 | ML favs | edge>=0.00,893,0.6763717805151176,-0.06208346944250208,0.005600724533469296,-0.05372937361996909,-0.06907959495643404,0.0011860832894043227,False
neural_qbfeat | all games | OU over | edge>=1.5pt,912,0.49122807017543857,-0.06220095693779901,0.04947477715140358,-0.08532499441590345,-0.04356435643564351,0.0057722720084343706,False
lean_qb | wk7-13 | ML dogs | edge>=0.05,117,0.41025641025641024,-0.062216845831456084,0.5547384528969346,0.029557518364050104,-0.19414249436249623,0.030100158144438588,False
linear_qb | line>7 | ATS dogs | edge>=3pt,169,0.4911242603550296,-0.06239913932221621,0.3979598019100594,-0.1136363636363636,0.038277511961722535,0.02356352134949921,False
neural_qbfeat | line<=3 | ML favs | edge>=0.00,616,0.5698051948051948,-0.06251992118305832,0.05808187810793938,-0.09697033984861332,-0.028952846585850896,0.006457564575645757,False
ensemble | wk7-13 | OU any | edge>=1.5pt,611,0.4909983633387889,-0.06263948817140302,0.10553129184092142,-0.03137570394207558,-0.10160427807486627,0.009567738534528204,False
linear_qb | line>7 | ML any | edge>=0.05,339,0.7728613569321534,-0.06271698344056942,0.03577223092248579,-0.021721778709771433,-0.1337973787399369,0.004691618344754876,False
ensemble | all games | OU over | edge>=0.0pt,1379,0.4909354604786077,-0.06275957544993074,0.01476917445787372,-0.05440340909090905,-0.06999630950916468,0.002741170268845546,False
neural_qbfeat | wk14+ | ML favs | edge>=0.05,391,0.680306905370844,-0.06276317396898172,0.061559453650496615,-0.06345777353554549,-0.062028360743301106,0.006694781233526622,False
ensemble | total<=44 | OU over | edge>=0.0pt,1027,0.4907497565725414,-0.06311410108878457,0.03439356435652626,-0.049622866216752645,-0.07397347819140433,0.004507116499736426,False
linear | total<=44 | ATS away | edge>=0pt,485,0.49072164948453606,-0.06316776007497653,0.1460085805656616,-0.05354391371340521,-0.07228915662650598,0.011913547706905642,False
linear | wk14+ | ATS any | edge>=1pt,589,0.4906621392190153,-0.06328137058187987,0.10840632370472594,-0.12449334105385057,0.006611570247933927,0.009673168160253032,False
elo | all games | ATS home | edge>=0pt,1282,0.4906396255850234,-0.06332435115586438,0.017705619836869458,-0.0703557312252964,-0.05512899262899259,0.002952029520295203,False
linear_qb | all games | ML favs | edge>=0.05,1223,0.6680294358135732,-0.06344356681215851,0.0010910351137404432,-0.06844413053196811,-0.056905093872860295,0.00039536109646810753,False
lean_qb | wk14+ | ATS home | edge>=1pt,263,0.49049429657794674,-0.06360179744210158,0.28171220241122813,-0.1296791443850267,0.00715819613457413,0.018292040063257776,False
lean | total<=44 | OU any | edge>=1.5pt,732,0.49043715846994534,-0.06371087928464972,0.0715004356989519,-0.08546543277082196,-0.045454545454545414,0.0076172904586188726,False
